Name,Link,Type,Program(s),List,Score,Aliases,Addresses,Country
JUI CHENG SHIPPING COMPANY LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26930,Entity,DPRK4,SDN,,"strong: JUI CHENG SHIPPING CO., LIMITED; strong: JUI CHENG SHIPPING CO LTD","Care of Jui Zong Ship Management Co Ltd, Kaohsiung, 80764, Taiwan; 5th Floor, 551, Jiuru 1st Road, Sanmin District, Room B, 21/F Kaikwong Commercial Building, 332 Lockhart Road, Wan Chai, Hong Kong",Hong Kong
"KAIKAI TECHNOLOGY CO., LTD.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18661,Entity,SDNTK,SDN,,"strong: NANJING KAIKAI TECHNOLOGY CO., LTD.; strong: NANJING KAIKAI POLYURETHANE CO., LTD.; strong: EASTNINE CHEMICALS CO., LTD.; strong: EASTNINE INTERNATIONAL TRADING CO., LTD.","No. 3 Fangcao Garden, Nanjing, Jiangsu, 210038, China; Longjiang District, Des Voeux Road, Hong Kong; No. 2, Zhongxin Group, Yangzhou, Jiangsu, 210038, China; Yanshanhe Village, Yangmiao Town, Goldencard Building, Nanjing, Jiangsu, 210000, China; No. 83 Suojing Road, 334 Te Atatu Road, Auckland, New Zealand; Te Atatu South,",Hong Kong
"KINGS ROMANS INTERNATIONAL (HK) CO., LIMITED",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=23652,Entity,TCO,SDN,,"strong: KINGS ROMANS CASINO; strong: KINGS ROMANS GROUP; strong: KINGS ROMAN INTERNATIONAL COMPANY, LIMITED; strong: DOK NGIU KHAM KING ROMAN GROUP; strong: DOK NGIEO KHAM COMPANY; strong: DOK NGEW KHAM CASINO CO. LTD.; strong: DOKNGIEWKHAM COMPANY; strong: GOLDEN KAPOK; strong: JIN MU MIAN; strong: JING MU MIANG COMPANY; strong: MYANMAR MACAU LUNDUN; strong: WEI TA LEE COMPANY; strong: KINGS ROMAN RESORT AND CASINO; strong: DOK NGIU KHAM KING ROMAN CASINO; strong: KING ROMANS GROUP COMPANY LTD; strong: DONG NGIEW KHAM GROUP","Rm 3605, Hong Kong Island, Hong Kong; 36/F Wu Chung Hse, 213 Queens Rd E, Wan Chai",Hong Kong
"GOMEI AIR SERVICES CO., LTD.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28110,Entity,IFSR; SDGT,SDN,,,"3/F, The Strand, Sheung Wan, Hong Kong; 49 Bonham Strand, B-1,2, Tower1, Guangzhou, China; 120Liuhua Rd Dongfang Hotel, Room 1403B, Pearl River Int'l Building, Guangzhou, China; 112 Yuehua Road, YueXiu District",Hong Kong
ABASCIENCE TECH CO. LTD.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=22684,Entity,IFSR; NPWMD,SDN,,,"Room 1724, Si Fang Building No. 5, Beijing, 100101, China; Xiao Ying Road, ChaoYang District, 14C, Hung Shui Kiu Main Street, Hong Kong; Yuen Long, N.T.,",Hong Kong
GREEN INDUSTRIES HONG KONG LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27165,Entity,IFSR; NPWMD,SDN,,"strong: GREEN INDUSTRIES, LTD","2/F, Green 18, Phase 2, Hong Kong; Hong Kong Science Park, Pak Shek Kok, NT, Flat A10, 8/F, Hung Fuk Factory Building, Hong Kong; 60 Hung To Road, Kwun Tong, Unit D, 16/F, One Capital Place, Hong Kong; 18 Luard Road, Wan Chai",Hong Kong
BUSINESS DIVERSITY LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28129,Entity,GLOMAG,SDN,,strong: BUSINESS DIVERSITY LTD,"Unit 11/F, Wan Chai, Hong Kong; CNT Tower, 338 Hennessy Road",Hong Kong
KUNLUN SHIPPING COMPANY LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27470,Entity,IRAN-EO13846,SDN,,,"17th Floor, Siu Ying Commercial Building, Hong Kong; 151-155 Queen's Road Central, Building 5, 815 Dongdaming Lu, Shanghai, 200082, China; Hongkou Qu,",Hong Kong
LEADER (HONG KONG) INTERNATIONAL TRADING LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=15616,Entity,NPWMD,SDN,,strong: LEADER INTERNATIONAL TRADING LIMITED,"Room 1610 Nan Fung Tower, 173 Des Voeux Road, Hong Kong",Hong Kong
SAGE ENERGY HK LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28345,Entity,IRAN-EO13846,SDN,,, Hong Kong,Hong Kong
MCFLY PLASTIC HK LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28647,Entity,IRAN-EO13846,SDN,,,"Unit M, 1/F, Mau Lam Comm Bldg, Hong Kong, Hong Kong; 16-18 Mau Lam St, Jordan, Kowloon,",Hong Kong
MELLI BANK PLC,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=25420,Entity,IFSR; SDGT,SDN,,,"98a Kensington High Street, London, W8 4SG, United Kingdom; 4 Moorgate, EC2R 6AL, London, United Kingdom; 18F Kam Sang Building, 257 Des Voeux Road Central, Hong Kong; 4th Floor, 20 West Nahid Street, Africa Blvd, Tehran, Iran",Hong Kong
MINGZHENG INTERNATIONAL TRADING LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=22583,Entity,NPWMD,SDN,,,"Flat/RM A30 9/F, Kowloon, Mong Kok, Hong Kong; Silvercorp International Tower, 707-713 Nathan Road, 224-4 Shifa Da Lu, Shenyang City, Liaoning Province, China; RM 1305, Heping District",Hong Kong
PAMCHEL TRADING BEIJING CO. LTD.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28338,Entity,IFCA; IRAN-EO13871,SDN,,"strong: PAMCHEL ASIA CO., LTD; strong: PAMCHEL ASIA STEEL GROUP COMPANY LIMITED","Room 328 Building 28, No. 17 Jianguomenwal Street Chaoyang District, Beijing, China; Rm. 503, Building No. 4, Xiandaicheng District, Beijing, China; Flat/Rm A, 9/F Silvercorp International Tower, 707-713 Nathan Road, Mongkok, Kowloon, Hong Kong",Hong Kong
"PEAKVIEW INDUSTRY CO., LIMITED",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28347,Entity,IRAN-EO13846,SDN,,strong: PEAKVIEW INDUSTRY,"Room 1105 Hua Qin International Bldg, 340 Queen's RD C, Sheung Wan, Hong Kong, Hong Kong; Shanghai, China",Hong Kong
PEGASUS 88 LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27466,Entity,IRAN-EO13846,SDN,,,"17th Floor, Siu Ying Commercial Building, 151-155 Queen's Road Central, Hong Kong",Hong Kong
"SATURN OASIS CO., LIMITED",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28655,Entity,IRAN-EO13846,SDN,,,"Unit A, Rm 9, 3/F., Cheong Sun Tower, Hong Kong, Hong Kong; 116-118 Wing Lok Street, Sheung Wan",Hong Kong
SINO ENERGY SHIPPING HONGKONG LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=29526,Entity,IRAN-EO13846,SDN,,strong: SINO ENERGY SHIPPING (HONG KONG) LTD; strong: SINO ENERGY SHIPPING HONG KONG,"Kowloon Bay, Kowloon, Hong Kong; Pudong Xinqu, Shanghai, 200121, China",Hong Kong
NEW FAR INTERNATIONAL LOGISTICS LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=29524,Entity,IRAN-EO13846,SDN,,weak: NEW FAR INTERNATIONAL; strong: NEW FAR INTERNATIONAL LOGISTICS LTD," Wan Chai, Hong Kong",Hong Kong
SHUEN WAI HOLDING LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11298,Entity,SDNTK,SDN,,,"Room 3605 36/F Wu Chang House, Hong Kong, Hong Kong; 213 Queen's Road E, Wan Chai",Hong Kong
SILVER BRIDGE SHIPPING CO-HKG,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27533,Entity,DPRK4,SDN,,"strong: SILVER BRIDGE SHIPPING CO., LIMITED; strong: SILVER BRIDGE SHIPPING CO., LTD.","Unit B-01, 20th Floor, Hong Kong; Full Win Commercial Centre, 573 Nathan Road, Yau Ma Tei, Kowloon",Hong Kong
LE-HUA ELECTRONIC FIELD CO. LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=18931,Entity,SDGT,SDN,,strong: LE-HUA ELEC F CO. LTD,"Room B, 5/F, Building 2, Guilong Jiayuan Gui Yuan North Road, Shenzhen, Guangdong, China; Guiyuan Neighborhood St Office, Luohu District, 15th Floor, Ming Shang Ge Building, Bao'an Street, Shenzhen, Guangdong, China; Luo Hu Area, Flat/Room 1610, Nan Fung Tower, 173 Des Voeux Road Central, Hong Kong",Hong Kong
SPI INTERNATIONAL,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28645,Entity,IRAN-EO13846,SDN,,strong: SPI INTERNATIONAL PROPRIETARY LTD.; strong: SPI INTERNATIONAL PROPRIETARY LIMITED; strong: SPI INTERNATIONAL PTY LTD; weak: SPII; strong: SPI INTERNATIONAL PROPRIETARY BRANCH OF A FOREIGN COMPANY; strong: SPI INTERNATIONAL PROPRIETARY; strong: SPI INTERNATIONAL PROPRIETY LIMITED CO.,"56 Grosvenor Rd, Johannesburg, Gauteng, 2021, South Africa; 306 Isie Smuts Street, Pretoria, Gauteng, 0060, South Africa; Garsfontein Ext 3, No. 306, Issie Smuts Street, Pretoria, Gauteng, South Africa; Garsfontein, Ext.3, PO Box 1707, Pretoria, Gauteng, 0060, South Africa; Garsfontein-East, No. 12, Negin Gholhak Tower, Tehran, Iran; Shariati Ave, 705, Ho King Commercial Center, 2-16, Hong Kong, Hong Kong; Fa Yuen Street, Mongkok Kowloon, No. 306, Isie Smuts Street, Pretoria, South Africa; Garsfontein, Ext. 3, 6th Floor, No. 7, Motavelian Blvd, Tehran, Iran; Habibollah St. Sattarkhan, Shariati Street, Top of Government Street, Tehran, Iran; Negin Gholahk Building, First Floor, Twelfth Unit",Hong Kong
TING SHING TAI JEWELLERY (HK)  CO. LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11297,Entity,SDNTK,SDN,,strong: PO YING JEWELLERY (HK) CO. LIMITED,"Room 3605 36/F Wu Chung House, Hong Kong; 213 Queens Road East, Wan Chai",Hong Kong
TRILIANCE PETROCHEMICAL CO. LTD.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=28348,Entity,IRAN-EO13846,SDN,,"strong: TRILIANCE KISH PETROCHEMICAL COMPANY; strong: TRILIANCE PETROCHEMICAL COMPANY; strong: TRILIANCE PETROCHEMICAL GMBH; strong: TIBA PARSIAN KISH PETROCHEMICAL; strong: TIBA PETROCHEMICAL COMPANY DMCC; strong: TRILIANCE PETROCHEMICAL CO., LIMITED; strong: TRILIANCE PETROLEUM SHANGHAI CO., LTD; strong: TRILIANCE PETROCHEMICAL CO LTD","15/F Radio City, 505 Hennessy Rd, Causeway Bay, Hong Kong, Hong Kong; 3F-A, Tower 3 YouYou Century Plaza, 428 Yang Gao RD(S), Shanghai, 200127, China; Romischer Ring 11, Frankfurt am Main, Hessen, 60326, Germany; Friedrich-Ebert-Anlage 36, Frankfurt am Main, Hessen, 60325, Germany; No. 4, 5th Alley, Iran Zamin Street, Shahrak Gharb, Tehran, Tehran, Iran; Unit 301, 3rd Floor, Diplomat Commercial Office Complex, Sahel Street, Kish Island, Iran; Unit 1805, 18th Floor, Jumeirah Bay Tower X3, Cluster X, Plot JLT-PH2-X3A, Jumeirah Lake Towers, Dubai, Dubai, United Arab Emirates; Room 301-37, 3/F., Building 1, No. 38 Debao Road, Shanghai, China; Pilot Free Zone, Unit C, 10/F., Building No. 2, No. 428 Yanggao South Road, Pudong New Area, Shanghai, China; Unit No: 15-PF-137, Detached Retail 15, Plot No: JLT-PH1-RET-I5, Jumeirah Lakes Towers, Dubai, United Arab Emirates",Hong Kong
ZARON BIO-TECH (ASIA) LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21048,Entity,SDNTK,SDN,,,"20A, Kiu Fu Commercial Building, Hong Kong, Hong Kong; 300 Lockhart Road, Wan Chai",Hong Kong
ZHE JIANG JIAYI SMALL COMMODITIES TRADE COMPANY LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=29120,Entity,CYBER2; ELECTION-EO13848; UKRAINE-EO13661,SDN,,," Mong Kok, Hong Kong; Surat Thani, 84320, Thailand; Jiaxing, Zhejiang Province, China; Tsim Sha Tsui, Kowloon, Hong Kong; Central, Hong Kong",Hong Kong
"SHEN YANG JING CHENG MACHINERY IMP&EXP. CO., LIMITED",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=29118,Entity,CYBER2; ELECTION-EO13848; UKRAINE-EO13661,SDN,,"strong: SHEN YANG JING CHENG MACHINERY IMPANDEXP. CO., LIMITED"," Tsim Sha Tsui, Hong Kong; Surat Thani, 84320, Thailand; Beijing, China; Wan Chai, Hong Kong; Causeway Bay, Hong Kong; Central, Hong Kong",Hong Kong
SHINE DRAGON GROUP LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=29117,Entity,CYBER2; ELECTION-EO13848; UKRAINE-EO13661,SDN,,," Central, Hong Kong; Surat Thani, 84320, Thailand; Tsim Sha Tsui, Kowloon, Hong Kong; Causeway Bay, Hong Kong",Hong Kong
INTERNATIONAL INVESTMENT BANK,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=41917,Entity,RUSSIA-EO14024,SDN,,weak: IIB; strong: MEZHDUNARODNY INVESTITSIONNY BANK,"Vaci ut, 188, Budapest, H-1138, Hungary; Fo utca 1, Budapest, H-1011, Hungary; 7 Mashi Poryvaevoy Street, Moscow, 107078, Russia",Hungary
I.C.I.C. KFT.,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=36358,Entity,BALKANS-EO14033,SDN,,strong: I.C.I.C. LTD.,"Bocskai utca 9, Pecel, 2119, Hungary",Hungary
KOREA COMPUTER CENTER,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=22323,Entity,DPRK3,SDN,,strong: KOREA COMPUTER COMPANY; strong: CHOSON COMPUTER CENTER; strong: CHUNG SUN COMPUTER CENTER," Pyongyang, Korea, North; Germany; China; Syria; India; United Arab Emirates",India
AURUM SHIP MANAGEMENT FZC,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=34958,Entity,SDGT,SDN,,strong: AURUM SHIP MANAGEMENT PTE. LTD.; strong: AURUM SHIP MANAGEMENT,"L1-29, PO Box 9632, Sharjah, United Arab Emirates; 204-A Wing, Sai Chamber 11, Cbd Belapur, Navi Mumbai, 400614, India; Room 29, Ground Floor, Executive Suite L1, Sharjah, Sharjah, United Arab Emirates; 196, Pantech Business Hub, 28, Pandan Loop, Singapore, Singapore; Nigeria",India
BUSHRA SHIP MANAGEMENT PRIVATE LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27185,Entity,SDGT,SDN,,strong: BUSHRA SHIP MANAGEMENT PVT LTD,"102, Mohid Height, Suresh Nagar, Mumbai City, Maharashtra, 400053, India; 102, Mohid Height, Suresh Nagar Near Rto Office, Four Bungalows, Mumbai, Maharashtra, 400053, India; Anderi (W), Mohid Height, 102, Lokhandwala Complex Road, Suresh Nagar, Mumbai, 400053, India; Anderi (W),",India
DAWOOD IBRAHIM ORGANIZATION,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=9759,Entity,SDNTK,SDN,,weak: D COMPANY, India; Pakistan; United Arab Emirates,India
ELVEGARD SHIPPING LTD,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=36070,Entity,SDGT,SDN,,,"A-1 Tabassum Fatma, Bargadi Magath, Bakshi Ka Talab, Lucknow, Uttar Pradesh, 226201, India; Trust Company Complex, Ajeltake Road, Ajeltake Island, Majuro, 96960, Marshall Islands",India
"GLOBAL RELIEF FOUNDATION, INC.",https://sanctionssearch.ofac.treas.gov/Details.aspx?id=7270,Entity,SDGT,SDN,,"strong: FONDATION SECOURS MONDIAL A.S.B.L.; strong: FONDATION SECOURS MONDIAL-BELGIQUE A.S.B.L.; strong: FONDATION SECOURS MONDIAL-KOSOVA; strong: FONDATION SECOURS MONDIAL VZW; strong: FONDATION SECOURS MONDIAL 'WORLD RELIEF'; weak: FSM; strong: STICHTING WERELDHULP-BELGIE, V.Z.W.; strong: SECOURS MONDIAL DE FRANCE","Rruga e Kavajes, Building No. 3, Apartment No. 61, P.O. Box 2892, Tirana, Albania; Vaatjesstraat, 29, Putte, 2580, Belgium; Rue des Bataves 69, 1040 Etterbeek, Brussels, Belgium; P.O. Box 6, 1040 Etterbeek 2, Brussels, Belgium; Mula Mustafe Baseskije Street No. 72, Sarajevo, Bosnia and Herzegovina; Put Mladih Muslimana Street 30/A, Sarajevo, Bosnia and Herzegovina; Rr. Skenderbeu 76, Lagjja Sefa, Gjakova, Serbia; Ylli Morina Road, Djakovica, Serbia; House 267 Street No. 54, Sector F-11/4, Islamabad, Pakistan; Saray Cad. No. 37 B Blok, Yesilyurt Apt. 2/4, Sirinevler, Turkey; Afghanistan; Azerbaijan; Bangladesh; Chechnya, Russia; China; Eritrea; Ethiopia; Georgia; India; Ingushetia, Russia; Iraq; Jordan; Kashmir, undetermined; Lebanon; Gaza Strip, undetermined; Sierra Leone; Somalia; Syria; 49 rue du Lazaret, Strasbourg, 67100, France; West Bank",India
HARAKAT-UL JIHAD ISLAMI,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=12148,Entity,SDGT,SDN,,weak: HUJI; strong: MOVEMENT OF ISLAMIC HOLY WAR; strong: HARKAT-UL-JIHAD-AL ISLAMI; strong: HARKAT-AL-JIHAD-UL ISLAMI; strong: HARKAT-UL-JEHAD-AL-ISLAMI; strong: HARAKAT UL JIHAD-E-ISLAMI, Afghanistan; India; Pakistan,India
INDIAN MUJAHIDEEN,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=12914,Entity,FTO; SDGT,SDN,,strong: INDIAN MUJAHEDEEN; strong: INDIAN MUJAHIDIN; strong: ISLAMIC SECURITY FORCE-INDIAN MUJAHIDEEN (ISF-IM), India,India
INNOEDGE CLOUDSERVE PRIVATE LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=40929,Entity,RUSSIA-EO14024,SDN,,,"944, Block C, Gurgaon, 122001, India; Sushant Lok Phase 1 Gurugram,",India
IRAN PETROCHEMICAL COMMERCIAL COMPANY,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11619,Entity,IRAN,SDN,,strong: SHERKATE BAZARGANI PETRCHEMIE; strong: SHERKATE BASARGANI PETROCHEMIE (SAHAMI KHASS); strong: PETROCHEMICAL COMMERCIAL COMPANY; weak: IPCC; weak: PCC,"No. 1339, Vali Nejad Alley, Vali-e-Asr St., Vanak Sq., Tehran, Iran; INONU CAD. SUMER Sok., Zitas Bloklari C.2 Bloc D.H, Kozyatagi, Kadikoy, Istanbul, Turkey; Topcu Ibrahim Sokak No: 13 D: 7 Icerenkoy-Kadikoy, Istanbul, Turkey; 99-A, Maker Tower F, 9th Floor, Cuffe Parade, Colabe, Mumbai, 400 005, India; No. 1014, Doosan We've Pavilion, 58, Soosong-Dong, Jongno-Gu, Seoul, Korea, South; Office No. 707, No. 10, Chao Waidajie, Chao Tang District, Beijing, 100020, China",India
MEHDI GROUP,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27264,Entity,SDGT,SDN,,strong: MEHDI BROS SHIP SERVICES PVT LTD; strong: MEHDI BROS SHIP SERV. PVT. LTD.; strong: MEHDI BROS. SHIP SERVICES PRIVATE LIMITED; strong: MEHDI BROTHERS SHIP SERVICES PVT. LTD.; strong: MEHDI SHIPPING LIMITED,"511, 5th Floor, Mumbai, 400053, India; Samarth Aishwarya Off K.L. Walawakar road, Oshiwara, Andheri [w], 102, Mohid Height, Suresh Nagar, Mumbai, Maharashtra, 400053, India; Four Bungalow RTO, Andheri (West), Off No 511, B Wing, Mumbai City, 400053, India",India
MAIWAND BEVERAGES LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26099,Entity,SDNTK,SDN,,,"S-439, Greater Kailash Part II, New Delhi, 110048, India",India
PETROCHEMICAL COMMERCIAL COMPANY FZE,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=11625,Entity,IRAN,SDN,,strong: PCC FZE,"1703, 17th Floor, Dubai World Trade Center Tower, Dubai, United Arab Emirates; Sheikh Zayed Road, Office No. 99-A, Maker Tower ""F"" 9th Floor Cutte Pavade, Colabe, Mumbai, 700005, India",India
VANIYA SHIP MANAGEMENT PRIVATE LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27187,Entity,SDGT,SDN,,strong: VANIYA SHIP MANAGEMENT LTD; strong: VANIYA SHIP MANAGEMENT PVT LTD; strong: VANIYA SHIP MANAGEMENT,"504, Crescent Tower C.S.No., Kismat Nagar Dheeraj Enclave, NL Road, Oshiwara, Mumbai, Maharashtra, 400053, India; Andheri (W), No. 504, Crescent Tower C.S.No., Kismat Nagar, Mumbai City, 400053, India; 5th Floor, Samarth Aishwarya, 5012, Off KL Walawalker Road, Mumbai, 400053, India; Andheri (W), 504, 5th Floor, Crescent Tower, CST NO.500, Mumbai, Maharashtra, 400 053, India; Oshiwara off Link Road, Opp. Infinity Mall, Andheri (West)",India
TRANSMART DMCC,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=46480,Entity,SDGT,SDN,,strong: TRANSMART AG; strong: TRANSMART GLOBAL TRADING PRIVATE LIMITED,"Unit Number 1606 to 1610, Floor 16, Tower X3, Jumeirah Bay Tower, Dubai, United Arab Emirates; Jumeirah Lakes Tower, Unit Number 1606 to 1610, Jumeirah, Bay Tower X3 Plot No: JLT-PH2-X3A, 126422, Dubai, United Arab Emirates; PO Box 126422, Dubai, United Arab Emirates; Hirsernweg 11 Hergiswil, NW 6052, Switzerland; Information Technology Park 25/517/14, Ananya Tower, MG Road 680001 Trichur, Kerala, India",India
TIBALAJI PETROCHEM PRIVATE LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=39280,Entity,IRAN-EO13846,SDN,,strong: TIBALAJI PETROCHEM PVT. LTD.; strong: TIBA PETROCHEM PRIVATE LIMITED,"Unit No. 1518, C - Wing, One BKC, Bandra Kurla Complex, Bandra East, Mumbai, 400051, India; Unit No. 1406, 14th Floor, C Wing, One BKC, Plot No. C66, G Block, Bandra Kurla Complex, Bandra East, Mumbai, 400051, India",India
MAIWAND EXIM PRIVATE LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26097,Entity,SDNTK,SDN,,,"F-1129, Chitranjan Park, New Delhi, 110019, India",India
PERIDOT SHIPPING AND TRADING LLC,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=34960,Entity,SDGT,SDN,,strong: PERIDOT SHIP MANAGEMENT; strong: PERIDOT SHIPPING & TRADING LLC,"Sharjah Media City, Sharjah, Sharjah, United Arab Emirates; Al Messaned, Al Bataeh, Office 903, Arenja Chambers-II, Sector 15, CBD Belapur, Navi Mumbai, Maharashtra, 400614, India; L-1, Office No. 28, Sharjah, United Arab Emirates",India
MAVASAL IMPEX PRIVATE LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=40928,Entity,RUSSIA-EO14024,SDN,,,"Plot No. 11, Gurgaon, 122004, India; Sector 33,",India
MAIWAND TOBACCO LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=26098,Entity,SDNTK,SDN,,,"E-70 1st Floor Greater Kailash Part II, New Delhi, 110048, India",India
KHADIJA SHIP MANAGEMENT PRIVATE LIMITED,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=27186,Entity,SDGT,SDN,,strong: KHADIJA SHIP MANAGEMENT PVT LTD; strong: KHADIJA SHIP MANAGEMENT PVT,"Shop 1/2, Adarsh Chawl, Anand Nagar, Mumbai, 400102, India; Jogeshwari (W), Off No 512, B Wing, Mumbai City, Maharashtra, 400053, India; Unit D-605, 6th Floor, Crystal Plaza Premises Chs Ltd, Opp. Infinity Mall, New Link Road, Mumbai, Maharashtra, 400053, India; Anderi - W, 512, 5th Floor, Samarth Aishwarya, Mumbai, India; Off K.L. Walawalkar Road, Oshiwara, Andheri West",India
HILAL AHMAR SOCIETY INDONESIA,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=17269,Entity,SDGT,SDN,,strong: HILAL AHMAR SOCIETY OF INDONESIA; strong: YAYASAN HILAL AHMAR; strong: INDONESIA HILAL AHMAR SOCIETY FOR SYRIA," Lampung, Indonesia; Jakarta, Indonesia; Semarang, Indonesia; Yogyakarta, Indonesia; Solo, Indonesia; Surabaya, Indonesia; Makassar, Indonesia",Indonesia
MAJELIS MUJAHIDIN INDONESIA,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=22484,Entity,SDGT,SDN,,weak: MMI; strong: INDONESIAN MUJAHIDEEN COUNCIL; strong: INDONESIAN MUJAHIDIN COUNCIL; strong: INDONESIAN MUJAHEDEEN COUNCIL; strong: INDONESIAN ISLAMIC WARRIORS' COUNCIL; strong: MAJILIS MUJAHIDIN INDONESIA; weak: INDONESIA (MMI); strong: MAJELIS MUJAHIDIN COUNCIL; strong: LASKAR MUJAHIDIN; strong: LASKAR MUJAHIDIN INDONESIA; weak: LMI; strong: LASKAR MUJAHIDIN MAJELIS MUJAHIDIN; weak: LM3; weak: AN NISA; strong: RIGHTEOUS DECISION-MAKERS, Indonesia,Indonesia
JAMAAH ANSHARUT DAULAH,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=21405,Entity,SDGT,SDN,,strong: JEMAAH ANSHORUT DAULAH; strong: JAMAAH ANSHARUT DAULAT; weak: JAD, Indonesia,Indonesia
AL-HARAMAIN : INDONESIA BRANCH,https://sanctionssearch.ofac.treas.gov/Details.aspx?id=8108,Entity,SDGT,SDN,,strong: AL HARAMAIN; strong: AL-HARAMAIN FOUNDATION; strong: YAYASAN AL HARAMAINI; strong: YAYASAN AL HARAMAIN; strong: YAYASAN AL-MANAHIL-INDONESIA,"Jalan Laut Sulawesi Blok DII/4, Kavling Angkatan Laut Duren Sawit, Jakarta Timur, 13440, Indonesia",Indonesia
